card_id,category,title,severity,auto_fixable,quick_win,themes,root_cause_groups,status,confidence,n_affected_urls,affected_paths,estimated_impact,exact_dup_group,text_hash,stage,why,recommendation
37,Content,Add data tables for voice agent comparisons to boost AI citable content,Easy,False,False,CITATION|TABLE,RC-07,recommendation-only,high,1,/blog/ai-voice-agent-development,+8 pts,,3c69e9efe24ac585,3,AI systems frequently cite tabular data in responses. Missing tables reduces the chance of being referenced in AI overviews and limits click-throughs from structured snippets.,"Add a comparison table in the 'AI voice agent versus IVR, chatbot, call centre and AI receptionist' section.Include columns for feature, voice agent, IVR, chatbot, call centre, AI receptionist. Rows: natural language, context retention, human handoff, learning capability, cost model. Add a decision table in the 'How to evaluate fit and buy a custom voice AI workflow sensibly' section.Include columns for business need, recommended feature, priority, and example scenario. Rows: high call volume, integration complexity, budget constraints, etc."
38,Content,Add specific data and statistics to blog post (low referenceability score 59),Easy,False,False,CITATION,RC-07,recommendation-only,high,1,/blog/ai-trades-operating-system-websites-automation,+15 pts,,6688e3d851cca223,3,"Readers seeking actionable guidance for their trades business may find the advice less credible, reducing time on page and conversion rates for Silverstone AI's services.","Add a statistic to the Introduction, e.g., 'Trades businesses that automate quote follow-up see a 30-40% increase in conversion rates.'Cite a credible source or Silverstone AI's own client data. Insert after first paragraph: 'According to industry data, businesses using automated follow-up convert 35% more enquiries.' Include a specific number in 'What to automate first': 'Start by automating missed calls—UK trades firms miss an average of 12 calls per week, costing £500 in lost revenue.'Quantify opportunity cost. Replace generic start with: 'Start where volume, repetition, and cost are highes"
39,Content,Add meta description and precise data to AI receptionist guide,Medium,False,False,META_DESC|H1_DUPLICATE|CITATION|COOKIE_H1|TITLE_TAG,RC-01|RC-03|RC-04|RC-06|RC-07,confirmed-3p-mutation,high,1,/blog/ai-receptionist-small-business-guide,+18 pts,,fb95b89d3d9714ae,1,"Missing meta description reduces organic CTR by an estimated 8-12% on high-intent queries like 'AI receptionist UK'. Low data precision hurts rankings for informational queries, losing up to 18% of potential traffic from AI-generated snippets and competitor content with concrete stats.","Add a meta description of 140-160 characters summarizing the guide's practical value for UK small businesses.Include key terms: AI receptionist, UK small business, voice AI, call automation, practical guide. See fix_examples Fix the H1 tag to reflect the page title: 'AI Receptionist UK: Practical Guide for Small Businesses' instead of the cookie preferences heading.Ensure the cookie consent banner doesn't override the page's primary heading. Add specific data points throughout the article to increase data precision.Include statistics on call volume, cost savings, conversion rates, or industry "
40,Content,Fix heading hierarchy and restore H1 on /blog/ai-voice-agent-development,Easy,False,False,H1_DUPLICATE|HEADING_GENERIC|TITLE_TAG,RC-04|RC-06,confirmed-3p-mutation,high,1,/blog/ai-voice-agent-development,+12 pts,,7fed65ca31ddfb48,1,"Misleading H1 means the page likely fails to rank for its primary topic. For a UK AI business, this organic traffic loss could mean fewer qualified leads evaluating voice agent solutions.","Change the H1 from 'Customize your cookie preferences' to 'AI Voice Agent Development for UK Businesses'Ensure the page title and H1 match exactly for consistency. Restructure H2-H4 hierarchy: promote H4s under 'What to take fromthis article' to H3s, and ensure all content sections follow H2 > H3 > H4 order without skipping levels.For example, under H2 'What to take fromthis article', the current H4s should become H3s. Under H2 'Introduction', the body text can have H3s if needed. Hide or move the cookie preference banner H1 away from main content headings (e.g., use a div with aria-label inst"
41,Content,Add JSON-LD structured data (Article/FAQ schema) to /ai-automation-consulting-smarter-operating-system,Easy,True,False,SCHEMA|FAQ|DATES,RC-02|RC-05,obsolete-advice,high,1,/blog/ai-automation-consulting-smarter-operating-system,+20 pts,,cfbe72a8e59e7dc0,3,"Without schema, the page may not qualify for rich results (e.g., article snippets or FAQ carousels), reducing click-through rates from search results. For a tech/automation niche, rich snippets can increase CTR by 20-30% on informational queries.","Add Article JSON-LD structured data to the page head with properties: '@context': 'https://schema.org', '@type': 'Article', 'headline': 'AI Consulting UK: A Smarter Small Business Operating System', 'description': 'Learn what AI & automation consulting should actually fix inside a small business. Use a simple framework to decide whether to automate, assist, redesign or leave a workflow manual.', 'datePublished': '2026-07-15', 'author': {'@type': 'Organization', 'name': 'Silverstone AI'}, 'publisher': {'@type': 'Organization', 'name': 'Silverstone AI'}. Optionally add FAQ schema for the Q&A sec"
42,Content,Add Article + FAQ schema to /blog/ai-trades-operating-system-websites-automation,Easy,True,False,SCHEMA|FAQ,RC-02|RC-05,obsolete-advice,high,1,/blog/ai-trades-operating-system-websites-automation,+20 pts,,c162e61d890d8615,3,"For a tech/AI niche, articles with structured data see up to 30% higher CTR on search results. Missing schema means competitors with rich snippets will capture more clicks, especially on how-to and question-based queries.","Add Article JSON-LD schema to the page's <head> section. Optionally, add FAQ schema for the question/answer pairs implied by the H2 headings (e.g., 'What to automate first in a trades business?')."
43,Content,Add meta description and data table to /app-development,Easy,True,False,META_DESC|TABLE,RC-01|RC-07,recommendation-only,high,1,/services/app-development,+15 pts,,299baaa0bf034b16,3,"Service pages drive conversions for bespoke app development. A missing meta description reduces CTR by 8-12% on branded and long-tail queries. Missing data tables lower the page's ability to win featured snippets and AI overviews, reducing visibility for comparison-intent searches like 'app development process vs competitors'.","Write a meta description of 140-160 chars summarizing the service's unique value: one-user, one-task workflow, UK-built, AI-ready.Focus on speed, risk reduction, and bespoke nature. Bespoke app development with a disciplined first release. UK-based, GDPR-conscious, AI-enhanced. Prove your workflow before scaling. Add an HTML data table comparing delivery phases: discovery, first release, testing, expansion.Include columns for phase name, duration, key activities, and deliverables. Use <table> with <thead> and <tbody>. <table><thead><tr><th>Phase</th><th>Duration</th><th>Activities</th><th>Deli"
44,Content,Fix heading hierarchy: replace H1 'cookie preferences' with article title,Easy,False,False,H1_DUPLICATE|HEADING_GENERIC|COOKIE_H1,RC-03|RC-04,confirmed-runtime,high,1,/blog/ai-trades-operating-system-websites-automation,+15 pts,,27ad368c0c6d07e6,2,"Broken heading hierarchy can reduce content relevance signals by 5-10% for ranking algorithms. For an article targeting trades business owners researching AI systems, a mismatched H1 may lower organic click-through rates and user trust.","Change the H1 from 'Customize your cookie preferences' to the article's main title.Replace the H1 tag text on the page with 'Trades Business Operating System' or the full article title, ensuring it matches the content's topic. Set H1 to: Trades Business Operating System Relocate cookie consent UI to ensure it does not generate an H1.Check that the cookie consent module uses a <div> or <span> with appropriate ARIA roles, not an <h1> tag. Verify the heading hierarchy is sequential (H1 → H2 → H3) with no skipping.Review all headings on the page. The current H2 outline appears correct, but ensure "
45,Content,Fix heading hierarchy and missing meta description on blog article,Easy,True,False,META_DESC|H1_DUPLICATE|HEADING_GENERIC|COOKIE_H1,RC-01|RC-03|RC-04,confirmed-runtime,high,1,/blog/ai-automation-consulting-smarter-operating-system,+12 pts,,2400027617eeb6f3,2,"For an AI consulting article targeting UK small businesses, a missing meta description and broken H1 reduce organic click-through rate by 8-12% on informational queries. Headings with spelling errors (missing spaces) undermine credibility and may confuse site readers.","Set the article title 'AI Consulting UK: A Smarter Small Business Operating System' as the sole H1. Remove or move the cookie banner H1 to a non-heading element (e.g., <div> with ARIA role). Fix typos in H2s: change 'What to take fromthis article' to 'What to take from this article', and 'Where UK small businesses usually get thestrongest return' to 'Where UK small businesses usually get the strongest return'. Add a meta description of 140-160 characters summarizing the article's value: 'Discover how AI & automation consulting helps UK small businesses streamline operations, reduce admin, and "
46,Content,Add meta description and Article schema to AI Receptionist guide,Easy,True,False,META_DESC|SCHEMA|FAQ|DATES,RC-01|RC-02|RC-05,obsolete-advice,high,1,/blog/ai-receptionist-small-business-guide,+20 pts,,8d5aa8dfea36b2fb,3,"Informational pages drive 30-40% of top-of-funnel traffic for AI tools. Missing meta and schema reduces organic CTR by 10-20% and blocks rich result eligibility, losing up to 20 points per scoring metric.","Write a meta description (140-160 chars) summarizing the guide's value for UK small businesses.Include target keywords like 'AI receptionist UK', 'small business', and 'guide'. Discover how UK small businesses can implement an AI receptionist for calls, bookings, and lead capture. A practical framework for readiness, buying, and rollout. Add JSON-LD Article schema in the <head>.Use schema.org/Article with headline, datePublished, author, description, and image if available. Add FAQ structured data based on the H2 questions.Identify FAQ-style H2s: 'What an AI receptionist actually is', 'Where A"
